0,884562.35
2,884562.35
4,884562.35
6,884562.35
8,884562.35
10,884562.35
12,884562.35
14,884562.35
16,884562.35
18,884562.35
20,841768.03
22,815265.94
24,787222.84
26,772089.32
28,771629.23
30,778264.96
32,783548.22
34,782025.86
36,771980.39
38,755209.68
40,735777.16
42,717986.3
44,704622.48
46,696198.08
48,691242.31
50,687270.08
52,681936.34
54,673912.36
56,663198.28
58,650856.8
60,638387.77
62,627059.97
64,617466.89
66,609431.49
68,602226.93
70,594966.06
72,586976.79
74,578021.12
76,568303.26
78,558304.71
80,548543.52
82,539365.87
84,530844.4
86,522802.18
88,514929.2
90,506928.36
92,498629.04
94,490029.99
96,481268.18
98,472539.62
100,464011.8
102,455763.55
104,447770.61
106,439934.17
108,432133.23
110,424276.24
112,416331.73
114,408329.87
116,400339.67
118,392434.92
120,384664.47
122,377037.52
124,369527.17
126,362087.46
128,354674.99
130,347265.67
132,339861
134,332483.09
136,325162.53
138,317924.91
140,310781.74
142,303728.42
144,296748.97
146,289824.47
148,282941.2
150,276095.37
152,269293.11
154,262546.53
156,255868.11
158,249265.85
160,242741.04
162,236289.09
164,229902.58
166,223574.9
168,217303.03
170,211088.41
172,204935.93
174,198851.69
176,192840.76
178,186905.6
180,181046.01
182,175260.03
184,169545.57
186,163901.83
188,158330.03
190,152833.4
192,147416.38
194,142083.78
196,136840.13
198,131689.77
200,126637.62
202,126874.24
204,135497.58
206,148877.21
208,160990.42
210,167541.08
212,166999.11
214,160671.96
216,152009.28
218,144910.09
220,141960.92
222,143612.43
224,148428.73
226,153981.75
228,157951.12
230,159017.32
232,157229.83
234,153772.32
236,150303.08
238,148207.09
240,148087.8
242,149662.58
244,152024.93
246,154105.83
248,155123.81
250,154848.96
